law_name,section_ref,heading,body,body_clean,source,source_url,amended_up_to
Code of Criminal Procedure 1898,143,Magistrate may prohibit repetition or continuance of public nuisance,"143. Magistrate may prohibit repetition or continuance of public nuisance: A
[Magistrate of the First Class]; may order any person not to repeat or continue a public
nuisance, and defined in the Pakistan Penal Code or any special or Local law.
Subs by Ordinance, XXXVII of 2001, dt. ""13-8-2001,
CHAPTER XI
TEMPORARY ORDERS IN URGENT CASES OF NUINANCE OR
APPREHANDED DANGER","143. Magistrate may prohibit repetition or continuance of public nuisance: A
[Magistrate of the First Class]; may order any person not to repeat or continue a public
nuisance, and defined in the Pakistan Penal Code or any special or Local law.
Subs by Ordinance, XXXVII of 2001, dt. ""13-8-2001,
CHAPTER XI
TEMPORARY ORDERS IN URGENT CASES OF NUINANCE OR
APPREHANDED DANGER",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,144,Power to issue order absolute at once in urgent cases of nuisance or,"144. Power to issue order absolute at once in urgent cases of nuisance or
apprehended danger: (1) in cases where, in the opinion of [the Zila Nazim upon the
written recommendation of the District Superintendent of Police or Executive District
Officer] there is sufficient ground for proceeding under this section and immediate
prevention or speedy remedy is desirable.
[the Zila Nazim] may, by a written order stating the material facts of the case and served in
manner provided by Section 134, direct any person to abstain from a certain act or take
certain order with certain property in his possession or under his management, if such
Magistrate considers that such direction is likely to prevent, or tends to prevent,
obstruction, annoyance or injury, or risk of obstruction, annoyance or injury, to any person
lawfully employed, or clanger to human life, health or safety, or a disturbance of the public
tranquillity, or a riot, or an affray.
(2) An order under this section may, in case of emergency or In cases where the
circumstances do not admit of the serving in due time of a notice upon the person against
whom the order is directed, be passed, exparte.
(3) An order under this section may be directed to a particular individual, or to the public
generally when frequenting or visiting a particular place.
(4) [The Zila Nazim] may, either, on his own motion or on the application of any person
aggrieved, rescind or alter any order made under this section by himself or by his
predecessor-in-office.
(5) Where such an application is received, the Magistrate shall afford to the applicant an
early opportunity of appearing before him either in person or by pleader and showing
cause against the order; and, if the [Zila Nazim] rejects the application wholly or in part, he
shall record in writing his reasons for so doing.
(6) No order under this section shall remain in force for more than two 39[consecutive
days and not more than seven days in a month] from the making thereof; unless, in cases
of danger to human life, health or safety, or a likelihood of a riot or an affray, the Provincial
Government, by notification in the official Gazette, otherwise directs.
[(7) In the application of sub-sections (1) to (6) to the districts where the local Government
elections have not been held, or the Zila Nazim has not assumed charge of office, any
reference in those provisions to the Zila Nazim shall be read as a reference to the District
Coordination Officer in relation to such districts:
Provided that this sub-section shall cease to have effect, and shall be deemed to have
been repealed, at the time when local Governments are installed in the districts as
aforesaid.]
Subs. by Ordinance. XXXVII of 2001, dt. 13-8-2001.
Sub-section (7) 2 Proviso added by Ordinance, XLMI of 2001, . dt. 29-8-2001.
CHAPTER XII
DISPUTES AS TO IMMOVABLE PROPERTY","144. Power to issue order absolute at once in urgent cases of nuisance or
apprehended danger: (1) in cases where, in the opinion of [the Zila Nazim upon the
written recommendation of the District Superintendent of Police or Executive District
Officer] there is sufficient ground for proceeding under this section and immediate
prevention or speedy remedy is desirable.
[the Zila Nazim] may, by a written order stating the material facts of the case and served in
manner provided by Section 134, direct any person to abstain from a certain act or take
certain order with certain property in his possession or under his management, if such
Magistrate considers that such direction is likely to prevent, or tends to prevent,
obstruction, annoyance or injury, or risk of obstruction, annoyance or injury, to any person
lawfully employed, or clanger to human life, health or safety, or a disturbance of the public
tranquillity, or a riot, or an affray.
(2) An order under this section may, in case of emergency or In cases where the
circumstances do not admit of the serving in due time of a notice upon the person against
whom the order is directed, be passed, exparte.
(3) An order under this section may be directed to a particular individual, or to the public
generally when frequenting or visiting a particular place.
(4) [The Zila Nazim] may, either, on his own motion or on the application of any person
aggrieved, rescind or alter any order made under this section by himself or by his
predecessor-in-office.
(5) Where such an application is received, the Magistrate shall afford to the applicant an
early opportunity of appearing before him either in person or by pleader and showing
cause against the order; and, if the [Zila Nazim] rejects the application wholly or in part, he
shall record in writing his reasons for so doing.
(6) No order under this section shall remain in force for more than two 39[consecutive
days and not more than seven days in a month] from the making thereof; unless, in cases
of danger to human life, health or safety, or a likelihood of a riot or an affray, the Provincial
Government, by notification in the official Gazette, otherwise directs.
[(7) In the application of sub-sections (1) to (6) to the districts where the local Government
elections have not been held, or the Zila Nazim has not assumed charge of office, any
reference in those provisions to the Zila Nazim shall be read as a reference to the District
Coordination Officer in relation to such districts:
Provided that this sub-section shall cease to have effect, and shall be deemed to have
been repealed, at the time when local Governments are installed in the districts as
aforesaid.]
Subs. by Ordinance. XXXVII of 2001, dt. 13-8-2001.
Sub-section (7) 2 Proviso added by Ordinance, XLMI of 2001, . dt. 29-8-2001.
CHAPTER XII
DISPUTES AS TO IMMOVABLE PROPERTY",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,145,"Procedure where dispute concerning land, etc., is likely to cause breach of","145. Procedure where dispute concerning land, etc., is likely to cause breach of
peace: (1) Whenever a [Magistrate of the First Class] is Satisfied from a police report
or other information that a dispute likely to cause a breach of the peace exists concerning
any land or water or the boundaries thereof within the local limits of his jurisdiction, he
shall make an order in writing, stating the grounds of his being so satisfied, and requiring
the parties concerned in such dispute to attend his Court in person or by pleader, within a
time to be fixed by such Magistrate and to put in written statements of their respective
claims as respects the fact of actual possession of the subject of dispute.
(2) For the purposes of this section the expression ""land or water"" includes buildings,
markets, fisheries, crops or other produce of land. and the rents or profits of any such
property.
(3) A copy of the order shall be served in manner provided by this Code for the service of
a summons upon such person or persons as the Magistrate may direct, and at least one
copy shaft be published by being affixed to some conspicuous place at or near the subject
of dispute.
(4) Inquiry as to possession: The Magistrate shall then, without reference to the merits
or the claims of any of such parties to a right to possess the subject of dispute peruse the
statements so put in, hear the parties, receive all such evidence as may be produced by
them respectively, consider the effect of such evidence, take such further evidence (if any)
as he thinks necessary, and, if possible, decide whether any and which of the parties was
at the date of the order before mentioned in such possession of the said subject:
Provided that, if it appears to the Magistrate that any party has within two months next
before the date of such order been forcibly and wrongfully dispossessed, he may treat the
party so dispossessed as if he had been in possession at such date:
Provided also, that if the Magistrate considers the case one of emergency, he may at any
time attach the subject of dispute, pending his decision under this section.
Subs. & omitted by Ordinance, XXXVII of 2001, dt-13-8-2001.
(5) Nothing in this section shall-preclude any party so required to attend or any other
person interested, from showing that no such dispute as aforesaid exists or has existed;
and in such case the Magistrate shall cancel his said order, and all further proceedings
thereon shall be stayed, but, subject to such cancellation, the order of the Magistrate
under sub-section (1) shall be final.
(6) Party in possession to retain possession until legally evicted: If the Magistrate
decides that one of the parties was or should under the first proviso to sub-section (4)
be treated as being in such possession of the said subject he shall issue an order
declaring such party to be entitled to possession thereof until evicted there from in due
course of law, and forbidding alt disturbance of such possession until such eviction and
when he proceeds under the first proviso to sub-section (4), may restore to possession the
party forcibly and wrongfully dispossessed.
(7) When any party to any such proceeding dies, the Magistrate may cause the legal
representative of the deceased party to be made a party to the proceeding and shall
thereupon continue the inquiry and if any question arises as to who the legal
representative of a deceased party for the purpose of such proceeding is, all persons
claiming to be representatives of the deceased party shall be made parties thereto.
(8) If the Magistrate is of opinion that any crop or other produce of the property, the
subject of dispute in a proceeding under this section pending before him, is subject to
speedy and natural decay, he may make an order for the proper custody or sale of such
property, and, upon the completion of the inquiry, shall make such order for the .disposal
of such property , or the sale-proceeds thereof, as he thinks fit.
(9) The Magistrate may, if he thinks fit, at any stage of the proceedings under this section,
on the application of either party, issue a summons to any witness directing him to attend
or to produce any document or thing.
(10) Nothing in this section shall be deemed to be in derogation of the powers of the
Magistrate, to proceed under Section 107.","145. Procedure where dispute concerning land, etc., is likely to cause breach of
peace: (1) Whenever a [Magistrate of the First Class] is Satisfied from a police report
or other information that a dispute likely to cause a breach of the peace exists concerning
any land or water or the boundaries thereof within the local limits of his jurisdiction, he
shall make an order in writing, stating the grounds of his being so satisfied, and requiring
the parties concerned in such dispute to attend his Court in person or by pleader, within a
time to be fixed by such Magistrate and to put in written statements of their respective
claims as respects the fact of actual possession of the subject of dispute.
(2) For the purposes of this section the expression ""land or water"" includes buildings,
markets, fisheries, crops or other produce of land. and the rents or profits of any such
property.
(3) A copy of the order shall be served in manner provided by this Code for the service of
a summons upon such person or persons as the Magistrate may direct, and at least one
copy shaft be published by being affixed to some conspicuous place at or near the subject
of dispute.
(4) Inquiry as to possession: The Magistrate shall then, without reference to the merits
or the claims of any of such parties to a right to possess the subject of dispute peruse the
statements so put in, hear the parties, receive all such evidence as may be produced by
them respectively, consider the effect of such evidence, take such further evidence (if any)
as he thinks necessary, and, if possible, decide whether any and which of the parties was
at the date of the order before mentioned in such possession of the said subject:
Provided that, if it appears to the Magistrate that any party has within two months next
before the date of such order been forcibly and wrongfully dispossessed, he may treat the
party so dispossessed as if he had been in possession at such date:
Provided also, that if the Magistrate considers the case one of emergency, he may at any
time attach the subject of dispute, pending his decision under this section.
Subs. & omitted by Ordinance, XXXVII of 2001, dt-13-8-2001.
(5) Nothing in this section shall-preclude any party so required to attend or any other
person interested, from showing that no such dispute as aforesaid exists or has existed;
and in such case the Magistrate shall cancel his said order, and all further proceedings
thereon shall be stayed, but, subject to such cancellation, the order of the Magistrate
under sub-section (1) shall be final.
(6) Party in possession to retain possession until legally evicted: If the Magistrate
decides that one of the parties was or should under the first proviso to sub-section (4)
be treated as being in such possession of the said subject he shall issue an order
declaring such party to be entitled to possession thereof until evicted there from in due
course of law, and forbidding alt disturbance of such possession until such eviction and
when he proceeds under the first proviso to sub-section (4), may restore to possession the
party forcibly and wrongfully dispossessed.
(7) When any party to any such proceeding dies, the Magistrate may cause the legal
representative of the deceased party to be made a party to the proceeding and shall
thereupon continue the inquiry and if any question arises as to who the legal
representative of a deceased party for the purpose of such proceeding is, all persons
claiming to be representatives of the deceased party shall be made parties thereto.
(8) If the Magistrate is of opinion that any crop or other produce of the property, the
subject of dispute in a proceeding under this section pending before him, is subject to
speedy and natural decay, he may make an order for the proper custody or sale of such
property, and, upon the completion of the inquiry, shall make such order for the .disposal
of such property , or the sale-proceeds thereof, as he thinks fit.
(9) The Magistrate may, if he thinks fit, at any stage of the proceedings under this section,
on the application of either party, issue a summons to any witness directing him to attend
or to produce any document or thing.
(10) Nothing in this section shall be deemed to be in derogation of the powers of the
Magistrate, to proceed under Section 107.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,146,Power to attach subject of dispute,"146. Power to attach subject of dispute: (1) If the Magistrate decides that none of the
parties was then in such possession, or is unable to satisfy himself as to which of them
was then in such possession of the subject of dispute, he may attach it until a competent,
Court has determined the rights of the parties thereto, or the person entitled to possession
thereof:
Provided that the Magistrate who had attached the subject of dispute may withdraw the
attachment of any item if he is satisfied that there is no longer any likelihood of a breach of
the peace in regard to the subject of dispute.
(2) When the Magistrate attaches the subject of dispute. he may, if he thinks fit and if no
receiver of the property, the subject of dispute, has been appointed by any Civil Court
appoint a receiver thereof, who, subject to the control of the Magistrate, shall have all the
powers of a receiver appointed under the Code of Civil Procedure, 1908:
Provided that, in the event of a receiver of the property, the subject of dispute, being
subsequently appointed by any Civil Court, possession shall be made over to him by the
receiver appointed by the Magistrate, who shall thereupon be discharged.","146. Power to attach subject of dispute: (1) If the Magistrate decides that none of the
parties was then in such possession, or is unable to satisfy himself as to which of them
was then in such possession of the subject of dispute, he may attach it until a competent,
Court has determined the rights of the parties thereto, or the person entitled to possession
thereof:
Provided that the Magistrate who had attached the subject of dispute may withdraw the
attachment of any item if he is satisfied that there is no longer any likelihood of a breach of
the peace in regard to the subject of dispute.
(2) When the Magistrate attaches the subject of dispute. he may, if he thinks fit and if no
receiver of the property, the subject of dispute, has been appointed by any Civil Court
appoint a receiver thereof, who, subject to the control of the Magistrate, shall have all the
powers of a receiver appointed under the Code of Civil Procedure, 1908:
Provided that, in the event of a receiver of the property, the subject of dispute, being
subsequently appointed by any Civil Court, possession shall be made over to him by the
receiver appointed by the Magistrate, who shall thereupon be discharged.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,147,"Dispute concerning rights of use of immovable property, etc","147. Dispute concerning rights of use of immovable property, etc.: (1) Whenever any
[Magistrate of the First Class] is satisfied, from a police-report or other information that a
dispute likely to cause a breach of the peace exists regarding any alleged right of user of
any land or water as explained in Section 145, sub-section (2) (whether such rights be
claimed as an easement or otherwise) within the local limits of his Jurisdiction, he may
make an order in writing stating the grounds of his being so satisfied and requiring the
parties concerned in such dispute to attend the Court in person or by pleader within a time
to be fixed by such Magistrate and to put in writing statements of their respective claims,
and shall thereafter inquire into the matter in the manner provided in Section 145, and the
provisions of that section shall, as far as may be, be applicable in the case of such inquiry.
Subs, by Ordinance, XXXVII of 2001. dt. 13-8-2001.
(2) If it appears to such Magistrate that such right exists, he may make an order
prohibiting any interference with the exercise of such right:
Provided that no such order shall be made where the right is exercisable at all times of the
year, unless such right has been exercised within three months next before the institution
of the inquiry, or where the right is exercisable only at particular seasons or on particular
occasions, unless the right has been exercised during the last of such seasons or on
the last of such occasions before such institution.
(3) If it appears to such Magistrate that such right does not exist, he may make an order
prohibiting any exercise of the alleged right.
(4) An order under this section shall .be subject to any subsequent decision of a Civil
Court of competent jurisdiction.","147. Dispute concerning rights of use of immovable property, etc.: (1) Whenever any
[Magistrate of the First Class] is satisfied, from a police-report or other information that a
dispute likely to cause a breach of the peace exists regarding any alleged right of user of
any land or water as explained in Section 145, sub-section (2) (whether such rights be
claimed as an easement or otherwise) within the local limits of his Jurisdiction, he may
make an order in writing stating the grounds of his being so satisfied and requiring the
parties concerned in such dispute to attend the Court in person or by pleader within a time
to be fixed by such Magistrate and to put in writing statements of their respective claims,
and shall thereafter inquire into the matter in the manner provided in Section 145, and the
provisions of that section shall, as far as may be, be applicable in the case of such inquiry.
Subs, by Ordinance, XXXVII of 2001. dt. 13-8-2001.
(2) If it appears to such Magistrate that such right exists, he may make an order
prohibiting any interference with the exercise of such right:
Provided that no such order shall be made where the right is exercisable at all times of the
year, unless such right has been exercised within three months next before the institution
of the inquiry, or where the right is exercisable only at particular seasons or on particular
occasions, unless the right has been exercised during the last of such seasons or on
the last of such occasions before such institution.
(3) If it appears to such Magistrate that such right does not exist, he may make an order
prohibiting any exercise of the alleged right.
(4) An order under this section shall .be subject to any subsequent decision of a Civil
Court of competent jurisdiction.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,148,Local inquiry,"148. Local inquiry: (1) Whenever a local inquiry is necessary for the purposes of this
Chapter, 44[a Sessions Judge] may depute any Magistrate subordinate to him to make
the inquiry and may furnish him with such written instructions as may seem necessary for
his guidance, and may declare by whom the whole or any part of the necessary expenses
of the inquiry shall be paid.
(2) The report of the person so deputed may be read as evidence rn the case.
(3) Order as to costs: When any costs have been incurred by any party to a proceeding
under this Chapter the Magistrate passing a decision under Section 145, Section 146
or Section 147 may direct by whom such costs shall be paid, whether by such party or by
any other party to the proceeding, and whether in whole or in part or proportion, such
costs may include any expenses incurred in respect of witnesses, and of pleader's fees,
which the Court may consider reasonable.
Subs. by Ordinance, XXXVIl of 2001, dt. 13-8-2001
CHAPTER XIII
PREVENTIVE ACTION OF THE POLICE","148. Local inquiry: (1) Whenever a local inquiry is necessary for the purposes of this
Chapter, 44[a Sessions Judge] may depute any Magistrate subordinate to him to make
the inquiry and may furnish him with such written instructions as may seem necessary for
his guidance, and may declare by whom the whole or any part of the necessary expenses
of the inquiry shall be paid.
(2) The report of the person so deputed may be read as evidence rn the case.
(3) Order as to costs: When any costs have been incurred by any party to a proceeding
under this Chapter the Magistrate passing a decision under Section 145, Section 146
or Section 147 may direct by whom such costs shall be paid, whether by such party or by
any other party to the proceeding, and whether in whole or in part or proportion, such
costs may include any expenses incurred in respect of witnesses, and of pleader's fees,
which the Court may consider reasonable.
Subs. by Ordinance, XXXVIl of 2001, dt. 13-8-2001
CHAPTER XIII
PREVENTIVE ACTION OF THE POLICE",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,149,Police to prevent cognizable offences,"149. Police to prevent cognizable offences: Every police officer may interpose for the
purpose of preventing, and shall, to the best of his ability, prevent the commission of any
cognizable offence.","149. Police to prevent cognizable offences: Every police officer may interpose for the
purpose of preventing, and shall, to the best of his ability, prevent the commission of any
cognizable offence.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,150,Information of design to commit such offences,"150. Information of design to commit such offences: Every police officer receiving
information of a design to commit any cognizable offence shall communicate such
information to the police officer to whom he is subordinate, and to any other officer whose
duty it is to prevent or take cognizance of the commission of any such offence.","150. Information of design to commit such offences: Every police officer receiving
information of a design to commit any cognizable offence shall communicate such
information to the police officer to whom he is subordinate, and to any other officer whose
duty it is to prevent or take cognizance of the commission of any such offence.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,151,Arrest to prevent such offences,"151. Arrest to prevent such offences: A police officer knowing of a design to commit
any cognizable offence may arrest, without orders from a Magistrate and without a
warrant, the person so designing, if it appears to such officer that the commission of the
offence cannot be otherwise prevented.","151. Arrest to prevent such offences: A police officer knowing of a design to commit
any cognizable offence may arrest, without orders from a Magistrate and without a
warrant, the person so designing, if it appears to such officer that the commission of the
offence cannot be otherwise prevented.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,152,Prevention of injury to public property,"152. Prevention of injury to public property: A police officer may of his own authority
interpose to prevent any injury attempted to be committed in his view to any public
property, movable or immovable, or the removal or injury of any public landmark or buoy
or other mark used for navigation.","152. Prevention of injury to public property: A police officer may of his own authority
interpose to prevent any injury attempted to be committed in his view to any public
property, movable or immovable, or the removal or injury of any public landmark or buoy
or other mark used for navigation.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,153,Inspection of weights and measures,"153. Inspection of weights and measures: (1) Any officer incharge of a police station
may, without a warrant, enter any place within the limits of such station for the purpose
of inspecting or searching for any weights or measures or instruments for weighing, used
or kept therein whenever he has reason to believe that there are in such place any
weights, measures or instruments for weighing which are false.
(2) If he finds in such place any weights, measures or instruments for weighing which are
raise, he may seize the same, and shall forthwith give information of such seizure to a
Magistrate having jurisdiction.
PART V
INFORMATION TO POLICE AND THEIR POWERS TO INVESTIGATE
CHAPTER XIV","153. Inspection of weights and measures: (1) Any officer incharge of a police station
may, without a warrant, enter any place within the limits of such station for the purpose
of inspecting or searching for any weights or measures or instruments for weighing, used
or kept therein whenever he has reason to believe that there are in such place any
weights, measures or instruments for weighing which are false.
(2) If he finds in such place any weights, measures or instruments for weighing which are
raise, he may seize the same, and shall forthwith give information of such seizure to a
Magistrate having jurisdiction.
PART V
INFORMATION TO POLICE AND THEIR POWERS TO INVESTIGATE
CHAPTER XIV",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,154,Information in cognizable cases,"154. Information in cognizable cases: information relating to the, commission of a
cognizable offence if given orally to an officer incharge of a police station, shall reduced to
writing by him or under his direction and then read over to the informant and every such
information, whether given in writing or reduced to writing as aforesaid, shall be signed by
the person giving it, and the substance thereof shall be entered in a book to be kept by
such officer in such form as the Provincial Government may prescribe in this behalf:","154. Information in cognizable cases: information relating to the, commission of a
cognizable offence if given orally to an officer incharge of a police station, shall reduced to
writing by him or under his direction and then read over to the informant and every such
information, whether given in writing or reduced to writing as aforesaid, shall be signed by
the person giving it, and the substance thereof shall be entered in a book to be kept by
such officer in such form as the Provincial Government may prescribe in this behalf:",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,155,Information in non-cognizable cases,"155. Information in non-cognizable cases: (l) When information is given to an officer
incharge of a police station of the commission within the limits of such station of a non-
cognizable offence, he shall enter in a book to, be kept as aforesaid the substance of such
information and refer the information the Magistrate.
(2) Investigation into non-cognizable cases: No police-officer shall investigate a non-
cognizable case without the order of a Magistrate of the First or Second Class having
power to try such case [or send the same for trial to the Court of Session].
(3) Any police officer receiving such order may exercise, the, same powers in respect of
the investigation (except the power to arrest without warrant) as an officer incharge of a
police-station may exercise in a cognizable case.
Words subs. by Law Reforms Ordinance. XH of 1972.","155. Information in non-cognizable cases: (l) When information is given to an officer
incharge of a police station of the commission within the limits of such station of a non-
cognizable offence, he shall enter in a book to, be kept as aforesaid the substance of such
information and refer the information the Magistrate.
(2) Investigation into non-cognizable cases: No police-officer shall investigate a non-
cognizable case without the order of a Magistrate of the First or Second Class having
power to try such case [or send the same for trial to the Court of Session].
(3) Any police officer receiving such order may exercise, the, same powers in respect of
the investigation (except the power to arrest without warrant) as an officer incharge of a
police-station may exercise in a cognizable case.
Words subs. by Law Reforms Ordinance. XH of 1972.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,156,Investigation into cognizable cases,"156. Investigation into cognizable cases: (1) Any officer incharge of a police-station
may, without the order of a Magistrate, investigate any cognizable case which a Court
having jurisdiction over the local area within the limits of such station would, have power to
inquire into or try under the provisions of Chapter XV relating to the place of inquiry or trial.
(2) No proceeding of a police-office in any such case shall at any stage be called in
question on the ground that the case was one, which such officer was not empowered
under this section to investigate.
Any Magistrate empowered under Section 190 may order such an investigation as above
mentioned.
[(4) Notwithstanding anything contained in sub-sections (2) or (3) no police-officer shall
investigate an offence under Section 497 or Section 498 of the Pakistan Penal Code,
except upon a complaint made by the husband of the woman, or, in his absence by some
person who had the care of such woman on his behalf at the time when such offence was
committed.]
Sub-section (4) added by Law Reforms Ordinance, XII of 1972.","156. Investigation into cognizable cases: (1) Any officer incharge of a police-station
may, without the order of a Magistrate, investigate any cognizable case which a Court
having jurisdiction over the local area within the limits of such station would, have power to
inquire into or try under the provisions of Chapter XV relating to the place of inquiry or trial.
(2) No proceeding of a police-office in any such case shall at any stage be called in
question on the ground that the case was one, which such officer was not empowered
under this section to investigate.
Any Magistrate empowered under Section 190 may order such an investigation as above
mentioned.
[(4) Notwithstanding anything contained in sub-sections (2) or (3) no police-officer shall
investigate an offence under Section 497 or Section 498 of the Pakistan Penal Code,
except upon a complaint made by the husband of the woman, or, in his absence by some
person who had the care of such woman on his behalf at the time when such offence was
committed.]
Sub-section (4) added by Law Reforms Ordinance, XII of 1972.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,157,Procedure where cognizable offence suspected,"157. Procedure where cognizable offence suspected: (1) If from information received
or otherwise, an officer incharge of a police-station has reason to suspect the commission
of an offence which he is empowered under Section 156 to investigate, he shall forthwith
send a report of the same to a Magistrate empowered to take cognizance of such offence
upon a police-report and shall proceed in person, or shall depute one of his subordinate
officers not being below such rank as the Provincial Government may, by general or
special order, prescribe in this behalf to proceed, to the spot, to investigate the facts and
circumstance of the case, and, if necessary, to take measures for the 'discovery and arrest
of the offender:
Provided as follows: --
(a) Where local investigation dispensed with: When any information as to the
commission of any such offence is given against any person by name and the case is not
of a serious nature, the officer incharge of a police-station need not proceed in person or
depute a subordinate officer to make an investigation on the spot;
(b) Where police-officer incharge sees no sufficient ground for investigation: if it
appears to the officer incharge of a police station that there is no sufficient ground for
entering on an investigation, he shall not investigate the case.
(2) In each of the cases mentioned in clauses (a) and (b) of the proviso to sub-section (1),
the officer incharge of the police-station shall state in his said report his reasons for not
fully complying with the requirements of that sub-section, and, in the case mentioned in
clause (b) such officer shall also forthwith notify to the informant, if any, in such manner as
may be prescribed by the Provincial Government the fact that he will not investigate the
case or cause it to be investigated.","157. Procedure where cognizable offence suspected: (1) If from information received
or otherwise, an officer incharge of a police-station has reason to suspect the commission
of an offence which he is empowered under Section 156 to investigate, he shall forthwith
send a report of the same to a Magistrate empowered to take cognizance of such offence
upon a police-report and shall proceed in person, or shall depute one of his subordinate
officers not being below such rank as the Provincial Government may, by general or
special order, prescribe in this behalf to proceed, to the spot, to investigate the facts and
circumstance of the case, and, if necessary, to take measures for the 'discovery and arrest
of the offender:
Provided as follows: --
(a) Where local investigation dispensed with: When any information as to the
commission of any such offence is given against any person by name and the case is not
of a serious nature, the officer incharge of a police-station need not proceed in person or
depute a subordinate officer to make an investigation on the spot;
(b) Where police-officer incharge sees no sufficient ground for investigation: if it
appears to the officer incharge of a police station that there is no sufficient ground for
entering on an investigation, he shall not investigate the case.
(2) In each of the cases mentioned in clauses (a) and (b) of the proviso to sub-section (1),
the officer incharge of the police-station shall state in his said report his reasons for not
fully complying with the requirements of that sub-section, and, in the case mentioned in
clause (b) such officer shall also forthwith notify to the informant, if any, in such manner as
may be prescribed by the Provincial Government the fact that he will not investigate the
case or cause it to be investigated.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,158,Reports under Section 157 how submitted,"158. Reports under Section 157 how submitted: (1) Every report sent to a Magistrate
under Section 157 snail, if the Provincial Government so, directs, be submitted through
such superior officer of police as the Provincial Government, by general or special order,
appoints in that behalf.
(2) Such superior officer may give such instructions to the officer incharge of the police-
station as he thinks fit, and shall, after recording such instructions on such report, transmit
the same without delay to the Magistrate.","158. Reports under Section 157 how submitted: (1) Every report sent to a Magistrate
under Section 157 snail, if the Provincial Government so, directs, be submitted through
such superior officer of police as the Provincial Government, by general or special order,
appoints in that behalf.
(2) Such superior officer may give such instructions to the officer incharge of the police-
station as he thinks fit, and shall, after recording such instructions on such report, transmit
the same without delay to the Magistrate.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,159,Power to hold investigation or preliminary inquiry,"159. Power to hold investigation or preliminary inquiry: Such Magistrate, on receiving
such report may direct an investigation or, if he thinks fit at once proceed, or depute
any Magistrate subordinate to him to proceed, to hold a preliminary inquiry into, or
otherwise to dispose of, the case in manner provided in this Code.","159. Power to hold investigation or preliminary inquiry: Such Magistrate, on receiving
such report may direct an investigation or, if he thinks fit at once proceed, or depute
any Magistrate subordinate to him to proceed, to hold a preliminary inquiry into, or
otherwise to dispose of, the case in manner provided in this Code.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,160,Police-officer's power to require attendance of witnesses,"160. Police-officer's power to require attendance of witnesses: Any police-officer
making an investigation under this Chapter may, by order in writing, require the
attendance before himself of any person, being within the limits of his own or any
adjoining station who, from, the information given or otherwise, appears to be acquainted
with the circumstances of the case; and such person shall attend as so required.","160. Police-officer's power to require attendance of witnesses: Any police-officer
making an investigation under this Chapter may, by order in writing, require the
attendance before himself of any person, being within the limits of his own or any
adjoining station who, from, the information given or otherwise, appears to be acquainted
with the circumstances of the case; and such person shall attend as so required.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
