law_name,section_ref,heading,body,body_clean,source,source_url,amended_up_to
Code of Criminal Procedure 1898,491,Power to issue directions of the nature of a habeas corpus,"491. Power to issue directions of the nature of a habeas corpus : (1) Any High Court
may, whenever it thinks fit, direct--
(a) that a person within the limits of its appellate criminal jurisdiction be brought up before
the Court to be dealt with according to law;
(b) that a person illegally or improperly detained in public or private custody within such
limits be set at liberty ;
(c) that a prisoner detained in any Jail situated within such limits be brought before the
Court to be there examined as a witness in any matter pending or to be inquired into in
such Court;
(d) that a prisoner detained as aforesaid be brought before a Court-martial or any
Commissioners for trial or to be examined touching any matter pending before such Court-
martial or Commissioners respectively ;
(e) that a prisoner within such limits be removed from one custody to another for the
purpose of trial; and
(f) that the body of a defendant within such limits be brought in on the Sheriff's return of
Cepi Corpus to a writ of attachment.
(2) The High Court may, from time to time, frame rules to regulate the procedure in cases
under this section.
(3) Nothing in this section applies to persons detained under any law providing for
preventive detention.","491. Power to issue directions of the nature of a habeas corpus : (1) Any High Court
may, whenever it thinks fit, direct--
(a) that a person within the limits of its appellate criminal jurisdiction be brought up before
the Court to be dealt with according to law;
(b) that a person illegally or improperly detained in public or private custody within such
limits be set at liberty ;
(c) that a prisoner detained in any Jail situated within such limits be brought before the
Court to be there examined as a witness in any matter pending or to be inquired into in
such Court;
(d) that a prisoner detained as aforesaid be brought before a Court-martial or any
Commissioners for trial or to be examined touching any matter pending before such Court-
martial or Commissioners respectively ;
(e) that a prisoner within such limits be removed from one custody to another for the
purpose of trial; and
(f) that the body of a defendant within such limits be brought in on the Sheriff's return of
Cepi Corpus to a writ of attachment.
(2) The High Court may, from time to time, frame rules to regulate the procedure in cases
under this section.
(3) Nothing in this section applies to persons detained under any law providing for
preventive detention.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,491-A,Powers of High Court outside the limits of appellate jurisdiction; [Omitted by the,"491-A. Powers of High Court outside the limits of appellate jurisdiction; [Omitted by the
Criminal Law (Extinction of Discriminatory Privileges) Act, 1949 (If of 1950), Schedule.]
PART IX
SUPPLEMENTARY PROVISIONS
CHAPTER XXXVIII
OF THE PUBLIC PROSECUTOR","491-A. Powers of High Court outside the limits of appellate jurisdiction; [Omitted by the
Criminal Law (Extinction of Discriminatory Privileges) Act, 1949 (If of 1950), Schedule.]
PART IX
SUPPLEMENTARY PROVISIONS
CHAPTER XXXVIII
OF THE PUBLIC PROSECUTOR",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,492,Power to appoint Public Prosecutors,"492. Power to appoint Public Prosecutors: (1) The Provincial Government, may
appoint, generally, or in any case, or for; any. specified class of cases, in any local area,
one or more officers to be called Public Prosecutors.
(2) [Officer-in-charge of prosecution in the district] may, in the absence of the Public
Prosecutor, or where no Public Prosecutor has been appointed, appoint any other person,
not being an officer of police below such rank as the Provincial Government may prescribe
in this behalf to be Public Prosecutor for the purpose of any case.
Subs. by the Ordinance, XXXVII of 2001, dt. 13-8-2001.","492. Power to appoint Public Prosecutors: (1) The Provincial Government, may
appoint, generally, or in any case, or for; any. specified class of cases, in any local area,
one or more officers to be called Public Prosecutors.
(2) [Officer-in-charge of prosecution in the district] may, in the absence of the Public
Prosecutor, or where no Public Prosecutor has been appointed, appoint any other person,
not being an officer of police below such rank as the Provincial Government may prescribe
in this behalf to be Public Prosecutor for the purpose of any case.
Subs. by the Ordinance, XXXVII of 2001, dt. 13-8-2001.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,493,Public Prosecutor may plead in all Courts in cases under his charge-Pleaders,"493. Public Prosecutor may plead in all Courts in cases under his charge-Pleaders
privately instructed to be under his direction: The Public Prosecutor may appear and
plead without any written authority before any Court in which any case of which he has
charge is under inquiry, trial or appeal, and if any private person instructs a pleader to
prosecute in any Court any person in any such case, the Public Prosecutor shall conduct
the prosecution, and the pleader so instructed shall act therein, under his directions.","493. Public Prosecutor may plead in all Courts in cases under his charge-Pleaders
privately instructed to be under his direction: The Public Prosecutor may appear and
plead without any written authority before any Court in which any case of which he has
charge is under inquiry, trial or appeal, and if any private person instructs a pleader to
prosecute in any Court any person in any such case, the Public Prosecutor shall conduct
the prosecution, and the pleader so instructed shall act therein, under his directions.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,494,Effect of withdrawal from prosecution,"494. Effect of withdrawal from prosecution : Any Public Prosecutor may, with the
consent of the Court, before the judgment is pronounced, withdraw from the prosecution
of any person either generally or in respect of any one or more of the offences for which
he is tried; and upon such withdrawal,--
(a) if it is made before a charge has been framed, the accused shall be discharged in
respect of such offence or offences;
(b) if it is made after a charge has been framed, or when under this Code no charge is
required, he shall be acquitted in respect of such offence or offences:","494. Effect of withdrawal from prosecution : Any Public Prosecutor may, with the
consent of the Court, before the judgment is pronounced, withdraw from the prosecution
of any person either generally or in respect of any one or more of the offences for which
he is tried; and upon such withdrawal,--
(a) if it is made before a charge has been framed, the accused shall be discharged in
respect of such offence or offences;
(b) if it is made after a charge has been framed, or when under this Code no charge is
required, he shall be acquitted in respect of such offence or offences:",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,495,Permission to conduct prosecution,"495. Permission to conduct prosecution: (1) Any Magistrate inquiring into or trying any
case may permit the prosecution to be, conducted by any, person other than an officer of
Police below the rank to be prescribed by the Provincial Government in this behalf but no
person, other than the Advocate-General, Standing Counsel, Government Solicitor, Public
Prosecutor or other officer generally or specialty empowered by the Provincial
Government in this behalf, shall! be entitled to do so without such permission.
(2) Any such officer shall have the like power of withdrawing from the prosecution as is
provided by Section 494, and the provisions of that section, shall apply to any withdrawal
by such officer.
(3): Any, person conducting the prosecution may do so personally or by a pleader.
(4) An officer of police shall not be permitted to conduct the prosecution if he has taken
any part in the investigation into the offence with respect to which the accused is being
prosecuted.
CHAPTER XXXIX
OF BAIL","495. Permission to conduct prosecution: (1) Any Magistrate inquiring into or trying any
case may permit the prosecution to be, conducted by any, person other than an officer of
Police below the rank to be prescribed by the Provincial Government in this behalf but no
person, other than the Advocate-General, Standing Counsel, Government Solicitor, Public
Prosecutor or other officer generally or specialty empowered by the Provincial
Government in this behalf, shall! be entitled to do so without such permission.
(2) Any such officer shall have the like power of withdrawing from the prosecution as is
provided by Section 494, and the provisions of that section, shall apply to any withdrawal
by such officer.
(3): Any, person conducting the prosecution may do so personally or by a pleader.
(4) An officer of police shall not be permitted to conduct the prosecution if he has taken
any part in the investigation into the offence with respect to which the accused is being
prosecuted.
CHAPTER XXXIX
OF BAIL",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,496,In what cases bail to be taken,"496. In what cases bail to be taken: When any person other than a person accused of a
non-bailable offence is arrested or detained without warrant by an officer incharge of a
police station or appear or is brought, before a Court, and is prepared at any time while in
the custody of such officer or at: any stage of the proceedings, before such Court to give
bail, such person shall be released on bail, Provided that such officer or Court, if he or it
thinks fit, may, instead of taking bail from such person, discharge him on his executing a
bond without sureties for his appearance as; hereinafter provided:
Provided, further that' nothing-in this section shall be deemed to affect the provisions of
Section 107, sub-section (4), or Section 117, sub-section (3).","496. In what cases bail to be taken: When any person other than a person accused of a
non-bailable offence is arrested or detained without warrant by an officer incharge of a
police station or appear or is brought, before a Court, and is prepared at any time while in
the custody of such officer or at: any stage of the proceedings, before such Court to give
bail, such person shall be released on bail, Provided that such officer or Court, if he or it
thinks fit, may, instead of taking bail from such person, discharge him on his executing a
bond without sureties for his appearance as; hereinafter provided:
Provided, further that' nothing-in this section shall be deemed to affect the provisions of
Section 107, sub-section (4), or Section 117, sub-section (3).",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,497,When bail may be taken in case of non-bailable offence,"497. When bail may be taken in case of non-bailable offence: (1) When any person
accused of any non-bailable offence is arrested or detained without warrant by an officer
in charge of a police station, or appears or is brought-before a Court, he may be released
on bail but he shall not be so released if there appear reasonable grounds for believing
that he has been guilty of an offence punishable with death or imprisonment for life or
imprisonment for ten years:
Provided that the Court may direct .that any person under the age of sixteen years or any
woman or any sick or infirm person accused of such an offence be released on bail,
provided further that a person accused of an offence as aforesaid shall not be release on
ball unless the prosecution has been given notice to show cause why he should not be so
released:
Proviso : [Omitted by the Ordinance, LIV of 2001.]
(2) If it appears to such Officer or Court at any stage of the investigation, inquiry or trial, as
the case may be that there are not reasonable: grounds, for believing that the accused
has committed a non-bailable offence; but that there are sufficient grounds for further
inquiry into his guilt, the accused shall, pending such inquiry, be released on bail, or, at
the discretion of such officer or Court, on the execution ,by him of a bond without sureties
for his appearance as hereinafter provided.
(3) An officer of a Court is releasing any person on bail under sub-section, (1) or sub-
section (2) shall record in writing his or its reasons for so doing.
(4) If, at any time after the conclusion at the trial of a person accused of a non-bailable
offence and before judgment is delivered, the Court is, of opinion that there are
reasonable grounds for believing that the accused is not guilty of any such offence, it shall
release the accused, if he is in custody on the execution by him of a bond without sureties
for his appearance to hear judgment delivered.
(5) A High Court or Court of Session and, in the case of a person released by itself any,
other Court may cause any person who has been released under this section to be
arrested and may commit him to custody.","497. When bail may be taken in case of non-bailable offence: (1) When any person
accused of any non-bailable offence is arrested or detained without warrant by an officer
in charge of a police station, or appears or is brought-before a Court, he may be released
on bail but he shall not be so released if there appear reasonable grounds for believing
that he has been guilty of an offence punishable with death or imprisonment for life or
imprisonment for ten years:
Provided that the Court may direct .that any person under the age of sixteen years or any
woman or any sick or infirm person accused of such an offence be released on bail,
provided further that a person accused of an offence as aforesaid shall not be release on
ball unless the prosecution has been given notice to show cause why he should not be so
released:
Proviso : [Omitted by the Ordinance, LIV of 2001.]
(2) If it appears to such Officer or Court at any stage of the investigation, inquiry or trial, as
the case may be that there are not reasonable: grounds, for believing that the accused
has committed a non-bailable offence; but that there are sufficient grounds for further
inquiry into his guilt, the accused shall, pending such inquiry, be released on bail, or, at
the discretion of such officer or Court, on the execution ,by him of a bond without sureties
for his appearance as hereinafter provided.
(3) An officer of a Court is releasing any person on bail under sub-section, (1) or sub-
section (2) shall record in writing his or its reasons for so doing.
(4) If, at any time after the conclusion at the trial of a person accused of a non-bailable
offence and before judgment is delivered, the Court is, of opinion that there are
reasonable grounds for believing that the accused is not guilty of any such offence, it shall
release the accused, if he is in custody on the execution by him of a bond without sureties
for his appearance to hear judgment delivered.
(5) A High Court or Court of Session and, in the case of a person released by itself any,
other Court may cause any person who has been released under this section to be
arrested and may commit him to custody.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,498,Power to direct admission to bah or reduction of bail,"498. Power to direct admission to bah or reduction of bail: The amount of every bond
executed under this Chapter shad be fixed with due regard to the circumstances of the,
case, and shall, not be excessive and the High Court or Court of Session may in any case,
whether there be. an, appeal on conviction or riot, direct that any person be admitted to
bail, or that the bail required by a police officer or Magistrate be reduced.","498. Power to direct admission to bah or reduction of bail: The amount of every bond
executed under this Chapter shad be fixed with due regard to the circumstances of the,
case, and shall, not be excessive and the High Court or Court of Session may in any case,
whether there be. an, appeal on conviction or riot, direct that any person be admitted to
bail, or that the bail required by a police officer or Magistrate be reduced.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,498-A,"No bail to be granted to a person not in custody, in Court or against whom","498-A. No bail to be granted to a person not in custody, in Court or against whom
no case is registered, etc.: Nothing in Section 497, or Section 498 shall be deemed to
require or authorise a Court to release on bail, or to direct to be admitted to bail, any
person who is not in custody or is not present in Court or against whom no case stands
registered for the time being and an order for the release of a person on bail, or a direction
that a person be admitted to bail, shall be effective only in respect of the; case that so
stands registered against him and is specified in the order or direction.","498-A. No bail to be granted to a person not in custody, in Court or against whom
no case is registered, etc.: Nothing in Section 497, or Section 498 shall be deemed to
require or authorise a Court to release on bail, or to direct to be admitted to bail, any
person who is not in custody or is not present in Court or against whom no case stands
registered for the time being and an order for the release of a person on bail, or a direction
that a person be admitted to bail, shall be effective only in respect of the; case that so
stands registered against him and is specified in the order or direction.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
Code of Criminal Procedure 1898,499,Bond of accused and sureties,"499. Bond of accused and sureties : (1) Before any person is released on bail or
released on his own bond, a bond for such sum of money as the police officer or Court, as
the case may be, thinks sufficient shall be executed by such person, and when he is
released on bail, by one or more sufficient sureties conditioned that such person shall
attend at the time and place mentioned in the bond, and shall continue so to attend until
otherwise directed by the police officer or Court, as the case may be.
(2) If the case so requires, the bond shall also bind the person released on bail to appear
when called upon at the High Court, Court of Session or other Court to answer the
charge.","499. Bond of accused and sureties : (1) Before any person is released on bail or
released on his own bond, a bond for such sum of money as the police officer or Court, as
the case may be, thinks sufficient shall be executed by such person, and when he is
released on bail, by one or more sufficient sureties conditioned that such person shall
attend at the time and place mentioned in the bond, and shall continue so to attend until
otherwise directed by the police officer or Court, as the case may be.
(2) If the case so requires, the bond shall also bind the person released on bail to appear
when called upon at the High Court, Court of Session or other Court to answer the
charge.",Official CrPC (verified copy),https://www.fmu.gov.pk/docs/laws/Code_of_criminal_procedure_1898.pdf,2017-02-16
